id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
1704210,Gorgeous 1-2 bedroom(Prospect park),2731594,Ronak,Brooklyn,Windsor Terrace,Entire home/apt,125,15,53,3/27/2019,0.75,1,5
1707422,"VERY UNIQUE TOWNHOUSE in GREENPOINT, BROOKLYN",9008935,Robin,Brooklyn,Greenpoint,Private room,110,5,7,1/2/2019,0.1,1,300
1755844,Brooklyn Stunning Event Space.,2715012,Maurice,Brooklyn,Crown Heights,Entire home/apt,450,1,9,3/30/2019,0.25,3,364
1798500,DOMINIQUE'S NY*Wanderlust room/Metro/Bronx Zoo/Gdn,310670,Vie,Bronx,Co-op City,Private room,75,2,32,1/1/2019,0.46,13,363
1803279,Near Subway Sunny Spacious Room in NYC,7239405,Katy,Manhattan,Morningside Heights,Private room,100,2,12,3/31/2019,0.17,1,252
1807757,"SUNNY,SUPER CLEAN WEST VILLAGE  APT",9473928,Hakan,Manhattan,West Village,Entire home/apt,199,10,4,1/2/2019,0.06,1,3
1808550,Invitation to travelers,7557833,Christine,Brooklyn,Bedford-Stuyvesant,Private room,75,7,30,2/16/2019,0.43,5,216
1818411,HUGE 2bdrm LOFT in NOHO/East Vill!,9522475,Liam,Manhattan,NoHo,Entire home/apt,455,30,93,1/3/2019,1.36,2,332
1835367,"Washer, Marble Bath, Yard near Subways, High Line",7245581,Michael,Manhattan,Chelsea,Entire home/apt,92,110,13,3/9/2019,0.21,19,327
1872838,Clean & Cozy 1BD,4693453,Natalie,Brooklyn,Crown Heights,Entire home/apt,94,20,46,2/26/2019,0.72,1,0
1878965,Gorgeous 2BR Flex Loft w/NYC views,7503643,Vida,Brooklyn,Greenpoint,Entire home/apt,159,30,5,1/1/2019,0.07,52,346
1900780,1000 Sq Ft Loft in Flatiron.,9870396,Damian,Manhattan,Gramercy,Entire home/apt,249,4,26,1/3/2019,0.62,1,281
1940534,Big specious room is Manhattan!!!,5164854,Lilia,Manhattan,Harlem,Private room,52,7,19,1/31/2019,0.28,8,324
1953928,Huge 2 Bedrooms NYC ,10100413,A,Queens,Astoria,Entire home/apt,150,1,89,1/20/2019,1.32,1,148
1977888,East Village Studio Super location,9878261,Sam,Manhattan,East Village,Entire home/apt,120,1,73,1/1/2019,1.07,1,49
1981590,Loft 15 - 20 minutes to Manhattan,10225447,Giovani,Brooklyn,Bushwick,Entire home/apt,135,3,164,1/5/2019,2.45,1,325
1983531,Spacious Bright 1 Bedroom East Village Apartment,5586949,S & G,Manhattan,East Village,Entire home/apt,450,3,12,1/2/2019,0.19,2,0
1985022,Large Light Filled Apartment,10241822,Jessica,Brooklyn,Crown Heights,Private room,50,5,3,1/3/2019,0.16,1,0
2006452,Sunny Filled Room in Williamsburg,4467316,Barbara,Brooklyn,Williamsburg,Private room,80,30,4,1/2/2019,0.08,2,254
2020881,2 BR apt in East Village w private patio,10387304,Michael,Manhattan,East Village,Entire home/apt,300,2,17,1/2/2019,0.55,2,169
2028432,Sunny Private Studio With Backyard Close 2 Subway!,10243387,Mirlet,Queens,Long Island City,Private room,72,3,26,3/14/2019,0.41,2,307
2028925,Art Boutique 2BR Suite at JFK Airport,10162529,Jay,Queens,St. Albans,Entire home/apt,325,3,82,1/1/2019,1.37,2,359
2036105,Private room  D,10384906,Susan,Brooklyn,Dyker Heights,Private room,30,1,67,1/22/2019,0.99,5,150
2053940,Sunny top floor apartment in Clinton Hill,4965107,Nichola,Brooklyn,Fort Greene,Entire home/apt,120,2,4,1/2/2019,0.06,1,42
2057403,Spacious Upper West side 2 bedroom apartment,10535116,Connie,Manhattan,Upper West Side,Entire home/apt,199,5,8,1/1/2019,0.12,1,9
2071446,Inspiring spacious loft space,3608781,Katja,Brooklyn,Williamsburg,Private room,94,2,129,2/23/2019,2.22,1,188
2083749,STYLISH NYC OASIS NEAR CENTRAL PARK,10643341,Rt,Manhattan,Upper West Side,Entire home/apt,150,90,54,1/10/2019,0.86,1,153
2093304,Hidden gem in Fort Greene,9791461,Brian,Brooklyn,Fort Greene,Entire home/apt,100,4,45,1/3/2019,1.01,1,190
2105163,Gramercy Park Studio Apartment,10732706,Joe,Manhattan,Gramercy,Entire home/apt,195,3,3,1/3/2019,0.21,1,0
2178294,Garden apt in Wlmsbrg - Lorimer L,5716241,Aditya,Brooklyn,Williamsburg,Entire home/apt,140,2,6,1/2/2019,0.1,1,0
2201491,BEST LOCATION! On the border of Chelsea/W Village,3579337,Nina,Manhattan,West Village,Entire home/apt,156,1,8,2/9/2019,0.15,3,300
2217609,(Williamsburg) - Large Bedroom w/ Private Bathroom,11313668,Adam,Brooklyn,Williamsburg,Private room,45,2,26,3/1/2019,0.68,2,241
2223247,Lovely Duplex (2-story) flat on the UES,11111521,Victoria,Manhattan,Upper East Side,Entire home/apt,220,3,20,1/2/2019,0.32,1,31
2228840,Cozy and homey railroad in bushwick,11375556,Carly & Sebastian,Brooklyn,Bushwick,Entire home/apt,100,3,10,1/1/2019,0.15,1,10
2254582,Delightful 2BR Historic Brownstone Duplex,3672774,Alison,Brooklyn,Clinton Hill,Entire home/apt,219,4,21,2/15/2019,0.33,2,31
2266468,Amazing 2BR/2Bath Loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,Entire home/apt,199,30,3,2/28/2019,0.06,52,127
2277707,Great UWS Apt Along Central Park,11630571,Ariel,Manhattan,Upper West Side,Entire home/apt,350,1,7,1/2/2019,0.14,1,365
2296024,Three bedroom upscale condo,2321783,Donna,Bronx,Riverdale,Entire home/apt,250,7,2,1/2/2019,0.04,1,338
2297147,Gorgeous 1400 Sq Ft Artist's Loft,10674441,Annie,Brooklyn,Bedford-Stuyvesant,Private room,75,3,5,1/27/2019,0.08,2,334
2331148,Charming Sunny 1 Bedroom LES Apt!,3627104,Doria,Manhattan,Lower East Side,Entire home/apt,180,5,13,3/5/2019,0.22,1,0
2371794,Master bedroom in historic house,2588427,Rip,Manhattan,SoHo,Private room,150,3,30,1/2/2019,0.48,2,4
2404708,Williamsburg 1 bedroom appartement,12290324,Lara,Brooklyn,Williamsburg,Entire home/apt,250,5,21,3/28/2019,0.35,1,284
2416016,Modern Lower East Side Apartment,1191562,Ross,Manhattan,Lower East Side,Private room,115,2,130,3/24/2019,2.3,1,276
2467377,Centrally located in Bayside / Nice,7801481,Inez,Queens,Bay Terrace,Private room,90,3,8,1/15/2019,0.25,2,324
2468186,Luxury Living Near Central Park,4665764,Ziporah,Manhattan,Upper West Side,Private room,200,5,20,1/1/2019,0.33,1,0
2478825,2 BR Designer's Apt in Heart of NYC,2935265,Andrew,Manhattan,SoHo,Entire home/apt,400,1,18,1/2/2019,0.28,2,30
2500560,"Ingefära Hus! One bedroom Williamsburg, Brooklyn",179679,Ginger,Brooklyn,Williamsburg,Entire home/apt,175,2,46,2/18/2019,0.72,3,14
2524658,"Unique loft in Bushwick - Offices, yoga & roof!",1091832,Julie,Brooklyn,Bushwick,Entire home/apt,120,2,15,3/10/2019,0.24,1,61
2545184,Great room! Good for med students!,4096786,Nicolas,Bronx,Norwood,Private room,70,6,40,3/1/2019,0.73,1,313
2563997,Garden Duplex in Clinton Hill,13067214,Dominick,Brooklyn,Clinton Hill,Entire home/apt,595,4,22,1/1/2019,0.39,1,0
2565087,Williamsburg: great room with a sunny terrace!,13132515,Carlos,Brooklyn,Williamsburg,Private room,65,9,12,1/31/2019,0.19,1,0
2571283,Entire home 1 BR+ office or 2 BR best UWS location,5140244,Jennifer,Manhattan,Upper West Side,Entire home/apt,199,13,2,1/1/2019,0.03,1,0
2615065,Beautiful & Tranquil Oasis in a Great Location,524730,Oz,Brooklyn,Williamsburg,Entire home/apt,100,30,99,1/9/2019,1.57,2,151
2620068,Cute Apartment with Great Bathroom!,13347167,AFI Apartments,Manhattan,Upper East Side,Entire home/apt,117,30,6,3/31/2019,0.11,29,255
2637014,Apt #2: Beautiful 2BR/1BA Crown Hgt,13503154,Clayon Elizabeth,Brooklyn,Crown Heights,Entire home/apt,150,28,22,1/5/2019,0.38,2,207
2645558,A bright spacious one-bedroom ,2653156,Lenny,Manhattan,Gramercy,Entire home/apt,200,30,38,1/14/2019,0.65,1,170
2714699,Sunny Flex 2br  Loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,Entire home/apt,159,30,7,1/7/2019,0.12,52,327
2771126,Large Loft in Brooklyn  w/ Deck,2333018,Max,Brooklyn,Clinton Hill,Entire home/apt,142,10,8,1/3/2019,0.13,1,157
2786015,Comfortable Strivers Row Hideaway - Monthly Rental,8925763,Joy,Manhattan,Harlem,Entire home/apt,110,30,101,3/9/2019,1.61,2,331
2805293,Large & Stunning 5th Ave 1 BR,5225737,Brandon,Manhattan,West Village,Entire home/apt,300,5,19,1/2/2019,0.3,1,219
2817967,Beautiful Studio Suite! Upper East,13347167,AFI Apartments,Manhattan,Upper East Side,Entire home/apt,105,30,5,3/23/2019,0.09,29,265
2924834,RARE: Large Room + Big Townhouse = Better Stay,9576121,Jon,Brooklyn,Williamsburg,Private room,80,2,71,2/26/2019,1.13,1,0
2925397,Quaint room in artist's apartment.,8520430,Jess,Brooklyn,South Slope,Private room,63,4,65,1/2/2019,1.34,1,290
2939670,"Bright Room Near JFK ,LGA &  Train with AC",15009272,Yolanda,Queens,Woodhaven,Private room,53,3,89,1/3/2019,1.44,2,189
3068145,Cozy & Modern Studio | Central Park,13347167,AFI Apartments,Manhattan,Upper East Side,Entire home/apt,103,30,12,2/26/2019,0.2,29,209
3144135,Cozy Garden View Apartment!  Perfect for Families!,10835806,Rick,Brooklyn,Bedford-Stuyvesant,Entire home/apt,185,5,60,3/29/2019,1.3,1,0
3166540,"Brownstone Duplex with Garden,Deck & 8' pool table",2323652,Mark,Brooklyn,Park Slope,Entire home/apt,270,3,6,1/1/2019,0.16,1,12
3230053,Modern 1BR apt in Greenpoint/Williamsburg Brooklyn,4427756,May,Brooklyn,Greenpoint,Entire home/apt,111,2,45,2/24/2019,3.08,1,0
3236385,Cute and Cozy Two Bedroom in Sunset Park,16376419,Brooke,Brooklyn,Sunset Park,Entire home/apt,88,30,2,1/7/2019,0.09,1,101
3245000,Spacious prewar apartment in heart of Greenpoint,13561307,Katy,Brooklyn,Greenpoint,Entire home/apt,149,1,2,3/18/2019,0.28,1,0
3258196,"Big sunny room, prime location!",169843,Goran,Brooklyn,Williamsburg,Private room,89,3,73,1/7/2019,1.19,1,359
3309982,3 Bedroom Brownstone in Historic Crown Heights.,16713474,Simone,Brooklyn,Crown Heights,Entire home/apt,220,2,55,1/1/2019,0.91,1,306
3318859,Studio w/ Private Entry in Greenpoint Brooklyn,9306976,Aaron,Brooklyn,Greenpoint,Private room,69,2,25,2/12/2019,0.47,2,125
3339273,Quiet & Close to All + Washer/Dryer in Chelsea,7245581,Michael,Manhattan,Chelsea,Entire home/apt,93,110,12,2/18/2019,0.26,19,329
3344815,Good Living in Brooklyn! Double Bed,16883036,Karen,Brooklyn,Bushwick,Private room,46,2,55,1/2/2019,1.24,1,346
3372399,Lisa's Townhouse - Luxury & Style,17015217,Peter,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,5,82,1/1/2019,1.41,1,0
3379914,Spacious & Cozy NYC Apartment in Brooklyn/Queens,9317567,Suzy,Queens,Ridgewood,Entire home/apt,89,10,10,3/18/2019,0.18,1,222
3476431,Charming Fort Greene Studio,4374828,Michelle,Brooklyn,Clinton Hill,Entire home/apt,110,3,39,1/1/2019,0.85,1,0
3534443,Lower East Side Studio- Great Location!,13337141,Aurea,Manhattan,Lower East Side,Entire home/apt,150,2,121,2/3/2019,2.02,1,0
3544828,PrivateRoom in Beautiful Brownstone,17224426,Jillian,Brooklyn,Bedford-Stuyvesant,Private room,56,2,180,1/2/2019,3.04,1,0
3554230,Beautiful 1200 sf 3 bedroom apt off Prospect Park,7157099,Sigi,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,140,5,7,1/1/2019,0.15,3,14
3580577,Park Slope beauty,18032197,Domenick,Brooklyn,Sunset Park,Entire home/apt,100,4,25,1/3/2019,1.11,1,0
3591107,Gorgeous Bedroom by the Park,6310115,Lanny,Brooklyn,Prospect-Lefferts Gardens,Private room,50,1,12,1/1/2019,0.31,1,0
3600496,Large & Spacious **Prime Location ,12485770,Raanan,Manhattan,Midtown,Entire home/apt,148,30,9,3/25/2019,0.15,9,329
3624205,Private bedroom apartment 4B,18212433,Veronique Camille,Manhattan,East Harlem,Private room,50,21,3,2/12/2019,0.3,8,350
3626609,Entire Awesome One Bed-Lower East Side Manhattan,3038687,Karen,Manhattan,Lower East Side,Entire home/apt,104,30,11,3/16/2019,0.19,8,80
3628553,1 Bedroom  Apartment close to Northwell & JFK,3552711,Louann,Queens,Queens Village,Entire home/apt,125,1,30,3/14/2019,0.5,2,158
3638841,Cozy 1 BD apartment in Sunset park,17917168,Karina,Brooklyn,Sunset Park,Entire home/apt,100,1,26,3/24/2019,2.52,1,0
3641819,Sunlight filled top floor refuge with roof deck,534776,Shawna,Brooklyn,Prospect Heights,Entire home/apt,175,2,25,1/5/2019,0.43,1,2
3653996,"BRAND NEW 1BD, Columbus Circle!!",1475015,Mike,Manhattan,Hell's Kitchen,Entire home/apt,110,30,10,3/15/2019,0.18,52,323
3655367,Sunny/Cozy 1BD,18495460,Frank,Brooklyn,Crown Heights,Entire home/apt,81,30,99,1/6/2019,1.67,3,318
3663984,Sunny & Modern 1-BR | Central Park,13347167,AFI Apartments,Manhattan,Upper East Side,Entire home/apt,118,30,4,2/2/2019,0.08,29,341
3670659,"Bright & New Reno, Quiet Block",16437254,Benjamin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,172,30,9,3/27/2019,0.16,21,342
3696746,Fabulous Loft Studio in Gramercy,18138735,Jed,Manhattan,Gramercy,Entire home/apt,180,3,72,1/2/2019,1.22,1,25
3697432,Experience NYC to the fullest @UES!,18836774,Jime,Manhattan,Upper East Side,Private room,73,4,48,1/19/2019,0.8,5,153
3704067,Garden Apartment with private patio in Townhouse,188896,Ellen,Brooklyn,Clinton Hill,Entire home/apt,175,1,121,1/21/2019,2.03,2,171
3735483,Beautiful Room in Sunny Brooklyn Apartment,5064699,Juliana,Brooklyn,Bedford-Stuyvesant,Private room,55,2,41,1/4/2019,1.09,2,0
3741530,Large Light-Filled Brownstone 1-BR,19131844,Gemma,Brooklyn,Bedford-Stuyvesant,Entire home/apt,90,8,17,3/12/2019,0.42,1,0
3742373,Beautiful apartment by Columbus Circle,9859391,Andrew,Manhattan,Chelsea,Entire home/apt,390,3,10,1/2/2019,0.17,1,9
3758296,Central Park West & Columbia U: Comfy Private Room,19240279,Ms. Yvonne,Manhattan,Morningside Heights,Private room,85,5,25,1/2/2019,0.44,1,198
3785438,Quiet Oasis in the Middle of it All,16437254,Benjamin,Brooklyn,Fort Greene,Entire home/apt,158,30,5,3/30/2019,0.1,21,278
3817666,ColumbusCircle~W/D~new BLDG~Balcony,2119276,Host,Manhattan,Hell's Kitchen,Entire home/apt,150,30,11,3/23/2019,0.2,39,313
3818298,Sunny 1bed Oasis in South Harlem/Upper West Side,3856533,Amanda,Manhattan,Harlem,Entire home/apt,120,1,23,1/7/2019,0.45,1,0
3832444,Bushwick schoolhouse,19239110,Kurt,Brooklyn,Bushwick,Private room,45,30,25,3/28/2019,0.53,1,197
3832863,1 Bedroom w/ huge Deck in West Village/SOHO,18094896,Wendy,Manhattan,West Village,Entire home/apt,265,4,21,3/30/2019,0.36,1,334
3840000,4 ROOM RAILROAD - WILLIAMSBURG,19783353,Ryan,Brooklyn,Williamsburg,Entire home/apt,90,4,17,1/24/2019,0.29,1,4
3840286,"Modern, sunny two bedroom",1482208,Allison,Brooklyn,Williamsburg,Entire home/apt,246,2,25,3/31/2019,0.54,2,0
3840324,Williamsburg + private patio garden,10366196,Matt,Brooklyn,Williamsburg,Entire home/apt,120,5,18,2/26/2019,0.32,1,188
3848431,Apt in Harlem 1 month minimun stay,19839188,Dolores,Manhattan,Harlem,Entire home/apt,120,25,6,1/23/2019,0.11,1,225
3851623,"Convenient, Greenwich/West Village Apartment",1582736,Pam,Manhattan,Greenwich Village,Entire home/apt,200,5,7,1/5/2019,0.18,1,0
3866843,"Renovated, Nice 1BD Central Park",1475015,Mike,Manhattan,Upper West Side,Entire home/apt,87,30,5,3/16/2019,0.1,52,365
3867293,Breathtaking Penthouse Skyline Room & 20min to NYC,18260299,Ota,Brooklyn,Bushwick,Private room,50,4,3,1/9/2019,0.06,6,79
3882466,5132- Huge Studio! SWIMMING POOL,16098958,Jeremy & Laura,Manhattan,Upper West Side,Entire home/apt,168,30,4,3/31/2019,0.16,96,283
3888469,Private room,8834412,Deborah,Bronx,Longwood,Private room,100,3,2,1/2/2019,0.22,2,207
3890417,Sunrise & Sunset in Penthouse - 20min to Manhattan,18260299,Ota,Brooklyn,Bushwick,Private room,45,30,7,1/2/2019,0.74,6,92
3902156,Fort Greene Gem,5072123,Sandra,Brooklyn,Fort Greene,Entire home/apt,165,29,7,1/4/2019,0.27,2,159
3904135,Authentic Williamsburg Appartment,2316267,Nicole,Brooklyn,Williamsburg,Private room,90,1,10,1/3/2019,0.17,1,365
3914773,Upper West Side Museum/Central Park,2045335,Jonathan,Manhattan,Upper West Side,Private room,150,3,50,1/1/2019,0.85,1,365
3922417,"Safe, Quiet and Bright near Subways has 2 beds",7245581,Michael,Manhattan,Chelsea,Entire home/apt,95,30,15,1/15/2019,0.27,19,204
3945796,Grand Central/UN/Langone. Lrg Rm Vu's. Own1/2 Bath,20447869,Burton,Manhattan,Kips Bay,Private room,95,4,11,1/2/2019,0.19,2,0
3962389,Two bedroom fully furnished apt.,20534981,Charlayne,Brooklyn,Flatlands,Entire home/apt,125,14,10,1/25/2019,0.21,1,180
3967945,Great Apt steps from Central Park,18481481,Jeff And Jessica,Manhattan,East Harlem,Private room,90,1,265,1/6/2019,4.5,1,36
3970562,In The Heart of The East Village,15309829,Natalie,Manhattan,East Village,Entire home/apt,170,2,1,1/1/2019,0.16,1,0
3970701,Beautiful Private Room in Newly Renovated Apt,20278196,Stephanie,Brooklyn,East Flatbush,Private room,60,2,6,2/3/2019,0.26,3,326
4037522,"Cozy, Safe & Clean room in Astoria",608396,Kiara,Queens,Astoria,Private room,99,1,15,2/16/2019,0.26,1,322
4050254,Mid-Century Modern En-Suite in Brownstone!,9492212,Emily And Joel,Brooklyn,Park Slope,Private room,169,1,151,1/19/2019,2.58,4,0
4077090,Quiet Haven in Park Slope Huge 2BR,316474,Ellie,Brooklyn,South Slope,Entire home/apt,225,2,66,1/2/2019,1.13,1,158
4093399,DOMINIQUE'S NY*chic*  quiet room*wifi*metro,310670,Vie,Bronx,Eastchester,Private room,68,2,41,1/1/2019,0.74,13,365
4126676,Great Apt 5min from Time Square NYC,19802029,Roger,Manhattan,Hell's Kitchen,Entire home/apt,145,7,37,2/11/2019,0.65,1,97
4129195,2 sleeping areas for 2 people together +2 singles,702419,Lars,Manhattan,Chelsea,Entire home/apt,175,14,78,3/10/2019,1.36,1,0
4129513,Haven of Tranquility in Bedstuy,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,Private room,57,2,22,3/6/2019,0.38,7,71
4129541,Wonderful Getaway in Bedstuy,18397763,Seun And Marie,Brooklyn,Bedford-Stuyvesant,Private room,77,2,38,3/16/2019,0.66,7,66
4135876,"""The Studio"" Harlem Brownstone",21455957,Jason & Agnes,Manhattan,Harlem,Private room,70,3,86,1/15/2019,1.48,2,157
4148280,Comfy and Smart on Prospect Park,4375988,Keturah,Brooklyn,Prospect-Lefferts Gardens,Private room,50,3,47,3/31/2019,0.84,3,76
4180643,luxury one bedroom apt in prime LES location,21688467,Avril,Manhattan,Lower East Side,Entire home/apt,150,60,9,3/27/2019,0.16,1,210
4183801,"Colorful apt, 25 mins to Manhattan",21706654,Katerina,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,30,131,1/7/2019,2.29,1,336
4232255,Super Clean Newly Furnished in Prime Bay Ridge,21962039,Beatriz,Brooklyn,Bay Ridge,Private room,49,10,7,3/5/2019,0.14,1,281
4270683,Very nice studio 15 mins to the heart of Manhattan,5835210,Daniela,Queens,Astoria,Entire home/apt,110,3,3,1/7/2019,0.05,1,342
4278084,Midtown NYC Studio Apartment 4E,17770287,Nina,Manhattan,Midtown,Entire home/apt,75,30,13,1/17/2019,0.23,14,167
4282998,Spacious 1 BR & terrace on 19th floor viewing NYC,9471525,Chris,Manhattan,Kips Bay,Entire home/apt,200,7,9,1/5/2019,0.16,1,291
4303825,Cute apartment with 2 big bedrooms,3578009,Walther,Queens,Long Island City,Entire home/apt,190,1,34,3/10/2019,0.6,2,182
4308991,Big Room with Private Bathroom,6195809,Dean,Manhattan,East Village,Private room,149,364,8,1/7/2019,0.17,1,90
4338548,Gorgeous Sunny Bohemian Duplex with Garden,910592,Angie And Matthew,Brooklyn,Bedford-Stuyvesant,Entire home/apt,102,1,10,1/26/2019,0.18,1,4
4343956,Large Spacious Room For Rent,22548091,Cynthia,Manhattan,Morningside Heights,Private room,107,6,12,1/3/2019,0.47,2,251
4352537, Beautiful Room In Gramercy!!!,22595345,Abel,Manhattan,Gramercy,Private room,64,26,47,2/4/2019,0.82,1,331
4356396,Cozy Studio in a great neighborhood (Upper East),20539345,Husain,Manhattan,Upper East Side,Entire home/apt,146,5,21,3/24/2019,1.01,1,0
4365765,Beautiful spacious bedroom,22661810,Marie,Brooklyn,East Flatbush,Private room,55,4,10,1/1/2019,0.2,2,100
4365833,"Lux Baby Friendly Apt, Williamsburg, Brooklyn",208410,Mauricio,Brooklyn,Williamsburg,Entire home/apt,150,5,7,2/18/2019,0.12,1,0
4399721,Bedroom in Beautiful Brooklyn Loft,22840018,Emily,Brooklyn,Crown Heights,Private room,50,1,4,3/25/2019,0.11,1,0
4427442,Large Apt. in NYC w/natural light,22984252,Toby,Manhattan,Washington Heights,Entire home/apt,290,4,21,1/3/2019,0.37,1,193
4430747,Adorable 1Bd Next to Subway in Bushwick - Brooklyn,747934,Lia,Brooklyn,Bedford-Stuyvesant,Entire home/apt,103,2,5,1/3/2019,0.09,1,211
4438223,Hip 1 bedroom in perfect location,22606202,Gerald,Manhattan,Harlem,Private room,165,2,6,1/2/2019,0.12,1,363
4440751,Entire Amazing Chic Studio @ Lower East,3716641,Ofer,Manhattan,Lower East Side,Entire home/apt,99,30,21,3/11/2019,0.38,8,52
4452723,Cozy 2BR apartment,2050338,Verena,Queens,Richmond Hill,Entire home/apt,90,30,11,3/4/2019,0.2,3,189
4483117,Large private br in renovated apt/close to subway,23159248,Christie,Manhattan,Upper East Side,Private room,69,2,11,1/10/2019,0.19,1,240
4502545,XL off Fifth Avenue & Central Park,23084155,Stefani,Manhattan,Upper East Side,Entire home/apt,275,2,20,1/2/2019,0.45,1,0
4539520,Spacious 1 Bedroom in Bohemian Comfort,23538896,DeeDee,Brooklyn,Crown Heights,Entire home/apt,167,4,6,1/2/2019,0.12,1,0
4594389,Furnished 2BR in UES (30 DAYS MIN),23772724,Elem,Manhattan,Upper East Side,Entire home/apt,110,30,12,2/18/2019,0.27,15,332
4596378,Nice and cozy near Laguardia,23824219,Joshua,Queens,East Elmhurst,Private room,44,3,46,3/17/2019,0.83,1,88
4600556,Beautiful 2 BR Apt UES- Min 30 Days,15310997,Mor,Manhattan,Upper East Side,Entire home/apt,300,30,10,2/28/2019,0.19,9,331
4621713,Prime Union Square! Large 1BR~Great value,2119276,Host,Manhattan,Gramercy,Entire home/apt,185,30,5,1/24/2019,0.1,39,1
4623635,Historic Brownstone Duplex,1136842,Amanda,Brooklyn,Fort Greene,Entire home/apt,225,7,3,1/1/2019,0.05,1,44
4629359,"ENTIRE home - Modern, huge, sunny 2BD",23974215,Alex,Manhattan,Harlem,Entire home/apt,105,3,29,3/20/2019,0.52,2,0
4642913,Spacious Bright and Airy,16035346,Jonathan,Brooklyn,Windsor Terrace,Entire home/apt,120,7,23,1/5/2019,0.41,1,196
